item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,rc_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
66,liked,embed,local,1,a,none,none,mechanic,consultant,congratulated,himself,The mechanic that the consultant liked congratulated himself . <eos>,The mechanic that the consultant liked congratulated himself .
66,liked,embed,local,1,b,none,none,consultant,mechanic,congratulated,himself,The consultant that the mechanic liked congratulated himself . <eos>,The consultant that the mechanic liked congratulated himself .
66,liked,embed,local,1,c,none,none,banker,consultant,congratulated,himself,The banker that the consultant liked congratulated himself . <eos>,The banker that the consultant liked congratulated himself .
66,liked,embed,local,1,d,none,none,consultant,banker,congratulated,himself,The consultant that the banker liked congratulated himself . <eos>,The consultant that the banker liked congratulated himself .
66,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,consultant,congratulated,himself,The mechanics that the consultant liked congratulated himself . <eos>,The mechanics that the consultant liked congratulated himself .
66,liked,embed,nonlocal,0,b,matrix_subj,number,consultants,mechanic,congratulated,himself,The consultants that the mechanic liked congratulated himself . <eos>,The consultants that the mechanic liked congratulated himself .
66,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,consultant,congratulated,himself,The bankers that the consultant liked congratulated himself . <eos>,The bankers that the consultant liked congratulated himself .
66,liked,embed,nonlocal,0,d,matrix_subj,number,consultants,banker,congratulated,himself,The consultants that the banker liked congratulated himself . <eos>,The consultants that the banker liked congratulated himself .
66,liked,embed,local,1,a,rc_subj,number,mechanic,consultants,congratulated,himself,The mechanic that the consultants liked congratulated himself . <eos>,The mechanic that the consultants liked congratulated himself .
66,liked,embed,local,1,b,rc_subj,number,consultant,mechanics,congratulated,himself,The consultant that the mechanics liked congratulated himself . <eos>,The consultant that the mechanics liked congratulated himself .
66,liked,embed,local,1,c,rc_subj,number,banker,consultants,congratulated,himself,The banker that the consultants liked congratulated himself . <eos>,The banker that the consultants liked congratulated himself .
66,liked,embed,local,1,d,rc_subj,number,consultant,bankers,congratulated,himself,The consultant that the bankers liked congratulated himself . <eos>,The consultant that the bankers liked congratulated himself .
67,liked,embed,local,1,a,none,none,mechanic,consultant,embarrassed,himself,The mechanic that the consultant liked embarrassed himself . <eos>,The mechanic that the consultant liked embarrassed himself .
67,liked,embed,local,1,b,none,none,consultant,mechanic,embarrassed,himself,The consultant that the mechanic liked embarrassed himself . <eos>,The consultant that the mechanic liked embarrassed himself .
67,liked,embed,local,1,c,none,none,banker,consultant,embarrassed,himself,The banker that the consultant liked embarrassed himself . <eos>,The banker that the consultant liked embarrassed himself .
67,liked,embed,local,1,d,none,none,consultant,banker,embarrassed,himself,The consultant that the banker liked embarrassed himself . <eos>,The consultant that the banker liked embarrassed himself .
67,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,consultant,embarrassed,himself,The mechanics that the consultant liked embarrassed himself . <eos>,The mechanics that the consultant liked embarrassed himself .
67,liked,embed,nonlocal,0,b,matrix_subj,number,consultants,mechanic,embarrassed,himself,The consultants that the mechanic liked embarrassed himself . <eos>,The consultants that the mechanic liked embarrassed himself .
67,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,consultant,embarrassed,himself,The bankers that the consultant liked embarrassed himself . <eos>,The bankers that the consultant liked embarrassed himself .
67,liked,embed,nonlocal,0,d,matrix_subj,number,consultants,banker,embarrassed,himself,The consultants that the banker liked embarrassed himself . <eos>,The consultants that the banker liked embarrassed himself .
67,liked,embed,local,1,a,rc_subj,number,mechanic,consultants,embarrassed,himself,The mechanic that the consultants liked embarrassed himself . <eos>,The mechanic that the consultants liked embarrassed himself .
67,liked,embed,local,1,b,rc_subj,number,consultant,mechanics,embarrassed,himself,The consultant that the mechanics liked embarrassed himself . <eos>,The consultant that the mechanics liked embarrassed himself .
67,liked,embed,local,1,c,rc_subj,number,banker,consultants,embarrassed,himself,The banker that the consultants liked embarrassed himself . <eos>,The banker that the consultants liked embarrassed himself .
67,liked,embed,local,1,d,rc_subj,number,consultant,bankers,embarrassed,himself,The consultant that the bankers liked embarrassed himself . <eos>,The consultant that the bankers liked embarrassed himself .
68,liked,embed,local,1,a,none,none,mechanic,consultant,disguised,himself,The mechanic that the consultant liked disguised himself . <eos>,The mechanic that the consultant liked disguised himself .
68,liked,embed,local,1,b,none,none,consultant,mechanic,disguised,himself,The consultant that the mechanic liked disguised himself . <eos>,The consultant that the mechanic liked disguised himself .
68,liked,embed,local,1,c,none,none,banker,consultant,disguised,himself,The banker that the consultant liked disguised himself . <eos>,The banker that the consultant liked disguised himself .
68,liked,embed,local,1,d,none,none,consultant,banker,disguised,himself,The consultant that the banker liked disguised himself . <eos>,The consultant that the banker liked disguised himself .
68,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,consultant,disguised,himself,The mechanics that the consultant liked disguised himself . <eos>,The mechanics that the consultant liked disguised himself .
68,liked,embed,nonlocal,0,b,matrix_subj,number,consultants,mechanic,disguised,himself,The consultants that the mechanic liked disguised himself . <eos>,The consultants that the mechanic liked disguised himself .
68,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,consultant,disguised,himself,The bankers that the consultant liked disguised himself . <eos>,The bankers that the consultant liked disguised himself .
68,liked,embed,nonlocal,0,d,matrix_subj,number,consultants,banker,disguised,himself,The consultants that the banker liked disguised himself . <eos>,The consultants that the banker liked disguised himself .
68,liked,embed,local,1,a,rc_subj,number,mechanic,consultants,disguised,himself,The mechanic that the consultants liked disguised himself . <eos>,The mechanic that the consultants liked disguised himself .
68,liked,embed,local,1,b,rc_subj,number,consultant,mechanics,disguised,himself,The consultant that the mechanics liked disguised himself . <eos>,The consultant that the mechanics liked disguised himself .
68,liked,embed,local,1,c,rc_subj,number,banker,consultants,disguised,himself,The banker that the consultants liked disguised himself . <eos>,The banker that the consultants liked disguised himself .
68,liked,embed,local,1,d,rc_subj,number,consultant,bankers,disguised,himself,The consultant that the bankers liked disguised himself . <eos>,The consultant that the bankers liked disguised himself .
69,liked,embed,local,1,a,none,none,mechanic,consultant,hated,himself,The mechanic that the consultant liked hated himself . <eos>,The mechanic that the consultant liked hated himself .
69,liked,embed,local,1,b,none,none,consultant,mechanic,hated,himself,The consultant that the mechanic liked hated himself . <eos>,The consultant that the mechanic liked hated himself .
69,liked,embed,local,1,c,none,none,banker,consultant,hated,himself,The banker that the consultant liked hated himself . <eos>,The banker that the consultant liked hated himself .
69,liked,embed,local,1,d,none,none,consultant,banker,hated,himself,The consultant that the banker liked hated himself . <eos>,The consultant that the banker liked hated himself .
69,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,consultant,hated,himself,The mechanics that the consultant liked hated himself . <eos>,The mechanics that the consultant liked hated himself .
69,liked,embed,nonlocal,0,b,matrix_subj,number,consultants,mechanic,hated,himself,The consultants that the mechanic liked hated himself . <eos>,The consultants that the mechanic liked hated himself .
69,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,consultant,hated,himself,The bankers that the consultant liked hated himself . <eos>,The bankers that the consultant liked hated himself .
69,liked,embed,nonlocal,0,d,matrix_subj,number,consultants,banker,hated,himself,The consultants that the banker liked hated himself . <eos>,The consultants that the banker liked hated himself .
69,liked,embed,local,1,a,rc_subj,number,mechanic,consultants,hated,himself,The mechanic that the consultants liked hated himself . <eos>,The mechanic that the consultants liked hated himself .
69,liked,embed,local,1,b,rc_subj,number,consultant,mechanics,hated,himself,The consultant that the mechanics liked hated himself . <eos>,The consultant that the mechanics liked hated himself .
69,liked,embed,local,1,c,rc_subj,number,banker,consultants,hated,himself,The banker that the consultants liked hated himself . <eos>,The banker that the consultants liked hated himself .
69,liked,embed,local,1,d,rc_subj,number,consultant,bankers,hated,himself,The consultant that the bankers liked hated himself . <eos>,The consultant that the bankers liked hated himself .
70,liked,embed,local,1,a,none,none,mechanic,consultant,doubted,himself,The mechanic that the consultant liked doubted himself . <eos>,The mechanic that the consultant liked doubted himself .
70,liked,embed,local,1,b,none,none,consultant,mechanic,doubted,himself,The consultant that the mechanic liked doubted himself . <eos>,The consultant that the mechanic liked doubted himself .
70,liked,embed,local,1,c,none,none,banker,consultant,doubted,himself,The banker that the consultant liked doubted himself . <eos>,The banker that the consultant liked doubted himself .
