item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
3,loved,embed,local,1,a,rc_subj,number,mechanics,author,congratulated,themselves,The mechanics that the author loved congratulated themselves . <eos>,The mechanics that the author loved congratulated themselves .
3,loved,embed,local,1,b,rc_subj,number,authors,mechanic,congratulated,themselves,The authors that the mechanic loved congratulated themselves . <eos>,The authors that the mechanic loved congratulated themselves .
3,loved,embed,local,1,c,rc_subj,number,bankers,author,congratulated,themselves,The bankers that the author loved congratulated themselves . <eos>,The bankers that the author loved congratulated themselves .
3,loved,embed,local,1,d,rc_subj,number,authors,banker,congratulated,themselves,The authors that the banker loved congratulated themselves . <eos>,The authors that the banker loved congratulated themselves .
3,loved,embed,nonlocal,0,a,matrix_subj,number,mechanic,authors,congratulated,themselves,The mechanic that the authors loved congratulated themselves . <eos>,The mechanic that the authors loved congratulated themselves .
3,loved,embed,nonlocal,0,b,matrix_subj,number,author,mechanics,congratulated,themselves,The author that the mechanics loved congratulated themselves . <eos>,The author that the mechanics loved congratulated themselves .
3,loved,embed,nonlocal,0,c,matrix_subj,number,banker,authors,congratulated,themselves,The banker that the authors loved congratulated themselves . <eos>,The banker that the authors loved congratulated themselves .
3,loved,embed,nonlocal,0,d,matrix_subj,number,author,bankers,congratulated,themselves,The author that the bankers loved congratulated themselves . <eos>,The author that the bankers loved congratulated themselves .
4,loved,embed,local,1,a,none,none,mechanics,authors,embarrassed,themselves,The mechanics that the authors loved embarrassed themselves . <eos>,The mechanics that the authors loved embarrassed themselves .
4,loved,embed,local,1,b,none,none,authors,mechanics,embarrassed,themselves,The authors that the mechanics loved embarrassed themselves . <eos>,The authors that the mechanics loved embarrassed themselves .
4,loved,embed,local,1,c,none,none,bankers,authors,embarrassed,themselves,The bankers that the authors loved embarrassed themselves . <eos>,The bankers that the authors loved embarrassed themselves .
4,loved,embed,local,1,d,none,none,authors,bankers,embarrassed,themselves,The authors that the bankers loved embarrassed themselves . <eos>,The authors that the bankers loved embarrassed themselves .
4,loved,embed,local,1,a,rc_subj,number,mechanics,author,embarrassed,themselves,The mechanics that the author loved embarrassed themselves . <eos>,The mechanics that the author loved embarrassed themselves .
4,loved,embed,local,1,b,rc_subj,number,authors,mechanic,embarrassed,themselves,The authors that the mechanic loved embarrassed themselves . <eos>,The authors that the mechanic loved embarrassed themselves .
4,loved,embed,local,1,c,rc_subj,number,bankers,author,embarrassed,themselves,The bankers that the author loved embarrassed themselves . <eos>,The bankers that the author loved embarrassed themselves .
4,loved,embed,local,1,d,rc_subj,number,authors,banker,embarrassed,themselves,The authors that the banker loved embarrassed themselves . <eos>,The authors that the banker loved embarrassed themselves .
4,loved,embed,nonlocal,0,a,matrix_subj,number,mechanic,authors,embarrassed,themselves,The mechanic that the authors loved embarrassed themselves . <eos>,The mechanic that the authors loved embarrassed themselves .
4,loved,embed,nonlocal,0,b,matrix_subj,number,author,mechanics,embarrassed,themselves,The author that the mechanics loved embarrassed themselves . <eos>,The author that the mechanics loved embarrassed themselves .
4,loved,embed,nonlocal,0,c,matrix_subj,number,banker,authors,embarrassed,themselves,The banker that the authors loved embarrassed themselves . <eos>,The banker that the authors loved embarrassed themselves .
4,loved,embed,nonlocal,0,d,matrix_subj,number,author,bankers,embarrassed,themselves,The author that the bankers loved embarrassed themselves . <eos>,The author that the bankers loved embarrassed themselves .
5,loved,embed,local,1,a,none,none,mechanics,authors,disguised,themselves,The mechanics that the authors loved disguised themselves . <eos>,The mechanics that the authors loved disguised themselves .
5,loved,embed,local,1,b,none,none,authors,mechanics,disguised,themselves,The authors that the mechanics loved disguised themselves . <eos>,The authors that the mechanics loved disguised themselves .
5,loved,embed,local,1,c,none,none,bankers,authors,disguised,themselves,The bankers that the authors loved disguised themselves . <eos>,The bankers that the authors loved disguised themselves .
5,loved,embed,local,1,d,none,none,authors,bankers,disguised,themselves,The authors that the bankers loved disguised themselves . <eos>,The authors that the bankers loved disguised themselves .
5,loved,embed,local,1,a,rc_subj,number,mechanics,author,disguised,themselves,The mechanics that the author loved disguised themselves . <eos>,The mechanics that the author loved disguised themselves .
5,loved,embed,local,1,b,rc_subj,number,authors,mechanic,disguised,themselves,The authors that the mechanic loved disguised themselves . <eos>,The authors that the mechanic loved disguised themselves .
5,loved,embed,local,1,c,rc_subj,number,bankers,author,disguised,themselves,The bankers that the author loved disguised themselves . <eos>,The bankers that the author loved disguised themselves .
5,loved,embed,local,1,d,rc_subj,number,authors,banker,disguised,themselves,The authors that the banker loved disguised themselves . <eos>,The authors that the banker loved disguised themselves .
5,loved,embed,nonlocal,0,a,matrix_subj,number,mechanic,authors,disguised,themselves,The mechanic that the authors loved disguised themselves . <eos>,The mechanic that the authors loved disguised themselves .
5,loved,embed,nonlocal,0,b,matrix_subj,number,author,mechanics,disguised,themselves,The author that the mechanics loved disguised themselves . <eos>,The author that the mechanics loved disguised themselves .
5,loved,embed,nonlocal,0,c,matrix_subj,number,banker,authors,disguised,themselves,The banker that the authors loved disguised themselves . <eos>,The banker that the authors loved disguised themselves .
5,loved,embed,nonlocal,0,d,matrix_subj,number,author,bankers,disguised,themselves,The author that the bankers loved disguised themselves . <eos>,The author that the bankers loved disguised themselves .
6,loved,embed,local,1,a,none,none,mechanics,authors,hated,themselves,The mechanics that the authors loved hated themselves . <eos>,The mechanics that the authors loved hated themselves .
6,loved,embed,local,1,b,none,none,authors,mechanics,hated,themselves,The authors that the mechanics loved hated themselves . <eos>,The authors that the mechanics loved hated themselves .
6,loved,embed,local,1,c,none,none,bankers,authors,hated,themselves,The bankers that the authors loved hated themselves . <eos>,The bankers that the authors loved hated themselves .
6,loved,embed,local,1,d,none,none,authors,bankers,hated,themselves,The authors that the bankers loved hated themselves . <eos>,The authors that the bankers loved hated themselves .
6,loved,embed,local,1,a,rc_subj,number,mechanics,author,hated,themselves,The mechanics that the author loved hated themselves . <eos>,The mechanics that the author loved hated themselves .
6,loved,embed,local,1,b,rc_subj,number,authors,mechanic,hated,themselves,The authors that the mechanic loved hated themselves . <eos>,The authors that the mechanic loved hated themselves .
6,loved,embed,local,1,c,rc_subj,number,bankers,author,hated,themselves,The bankers that the author loved hated themselves . <eos>,The bankers that the author loved hated themselves .
6,loved,embed,local,1,d,rc_subj,number,authors,banker,hated,themselves,The authors that the banker loved hated themselves . <eos>,The authors that the banker loved hated themselves .
6,loved,embed,nonlocal,0,a,matrix_subj,number,mechanic,authors,hated,themselves,The mechanic that the authors loved hated themselves . <eos>,The mechanic that the authors loved hated themselves .
6,loved,embed,nonlocal,0,b,matrix_subj,number,author,mechanics,hated,themselves,The author that the mechanics loved hated themselves . <eos>,The author that the mechanics loved hated themselves .
6,loved,embed,nonlocal,0,c,matrix_subj,number,banker,authors,hated,themselves,The banker that the authors loved hated themselves . <eos>,The banker that the authors loved hated themselves .
6,loved,embed,nonlocal,0,d,matrix_subj,number,author,bankers,hated,themselves,The author that the bankers loved hated themselves . <eos>,The author that the bankers loved hated themselves .
7,loved,embed,local,1,a,none,none,mechanics,authors,doubted,themselves,The mechanics that the authors loved doubted themselves . <eos>,The mechanics that the authors loved doubted themselves .
7,loved,embed,local,1,b,none,none,authors,mechanics,doubted,themselves,The authors that the mechanics loved doubted themselves . <eos>,The authors that the mechanics loved doubted themselves .
7,loved,embed,local,1,c,none,none,bankers,authors,doubted,themselves,The bankers that the authors loved doubted themselves . <eos>,The bankers that the authors loved doubted themselves .
7,loved,embed,local,1,d,none,none,authors,bankers,doubted,themselves,The authors that the bankers loved doubted themselves . <eos>,The authors that the bankers loved doubted themselves .
7,loved,embed,local,1,a,rc_subj,number,mechanics,author,doubted,themselves,The mechanics that the author loved doubted themselves . <eos>,The mechanics that the author loved doubted themselves .
